date,direction,entry_price,exit_price,stop_loss,target_1,target_2,range_high,range_low,exit_reason,pnl,pnl_pct,momentum,entry_time,exit_time,is_winner,sig_price_vs_range,sig_intraday_rsi,sig_intraday_macd,sig_vwap,sig_volume,sig_or_candle,sig_vix,sig_gap_open,sig_prev_day_sr,sig_ema_cross,sig_range_width
2025-10-21,skip,0.0,0.0,0.0,0.0,0.0,265.2900085449219,261.8800048828125,no_entry,0.0,0.0,-28,,,False,0,0,0,-15,5,10,0,0,0,-10,8
2025-10-22,put,259.62,258.35,261.32,258.35,257.07,262.8500061035156,259.7200012207031,target_1,1.27,0.4892,-48,10:30,11:30,True,0,0,0,-15,5,-10,0,0,0,-10,8
2025-10-23,call,260.23,259.08,259.08,261.09,261.96,260.1799011230469,258.0101013183594,stop,-1.15,-0.4419,28,11:30,15:30,False,0,0,0,15,5,0,0,10,0,-10,8
2025-10-24,call,261.68,263.64,260.37,262.66,263.64,261.6199951171875,259.17999267578125,target_2,1.96,0.749,28,10:30,11:30,True,0,0,0,15,5,0,0,10,0,-10,8
2025-10-27,skip,0.0,0.0,0.0,0.0,0.0,267.04998779296875,264.65008544921875,no_breakout,0.0,0.0,-18,,,False,0,0,0,-15,5,10,0,10,0,-10,8
2025-10-28,put,268.21,269.08,269.08,267.56,266.9,269.8699951171875,268.25,stop,-0.87,-0.3244,-28,10:30,12:30,False,0,0,0,-15,5,0,0,10,0,-10,8
2025-10-29,skip,0.0,0.0,0.0,0.0,0.0,271.4100036621094,268.70001220703125,no_breakout,0.0,0.0,20,,,False,0,0,0,15,5,10,0,0,0,-10,0
2025-10-30,put,268.92,271.59,271.59,266.92,264.92,274.1400146484375,268.989990234375,stop,-2.67,-0.9929,-38,10:30,11:30,False,0,0,0,-15,5,-10,0,10,0,-10,8
2025-10-31,skip,0.0,0.0,0.0,0.0,0.0,277.32000732421875,269.1600036621094,no_entry,0.0,0.0,-38,,,False,0,0,0,-15,5,-10,0,10,0,-10,8
2025-11-03,skip,0.0,0.0,0.0,0.0,0.0,270.8299865722656,266.25,no_entry,0.0,0.0,-48,,,False,0,0,0,-15,5,-10,0,0,0,-10,8
2025-11-04,skip,0.0,0.0,0.0,0.0,0.0,269.5899963378906,267.614990234375,no_entry,0.0,0.0,-30,,,False,0,0,0,-15,5,0,0,0,0,-10,0
2025-11-05,skip,0.0,0.0,0.0,0.0,0.0,269.58990478515625,266.92999267578125,no_breakout,0.0,0.0,-8,,,False,0,0,0,15,5,0,0,-10,0,-10,8
2025-11-06,skip,0.0,0.0,0.0,0.0,0.0,272.82000732421875,267.8900146484375,no_breakout,0.0,0.0,18,,,False,0,0,0,15,5,10,0,-10,0,-10,8
2025-11-07,skip,0.0,0.0,0.0,0.0,0.0,272.2900085449219,267.2699890136719,no_breakout,0.0,0.0,20,,,False,0,0,0,15,5,10,0,0,-8,-10,8
